x, sin_diff, cos_diff, tan_diff
-10.0000000000000000000000000, 0.0000000000000006661338148, 0.0000000000000004440892099, 0.0000000000000004440892099
-9.5000000000000000000000000, 0.0000000000000019290125053, 0.0000000000000004440892099, 0.0000000000000018873791419
-9.0000000000000000000000000, 0.0000000000000005551115123, 0.0000000000000094368957093, 0.0000000000000040523140399
-8.5000000000000000000000000, 0.0000000000000025535129566, 0.0000000000000078825834748, 0.0000000000000131006316906
-8.0000000000000000000000000, 0.0000000000000018873791419, 0.0000000000000046629367034, 0.0000000000002060573933704
-7.5000000000000000000000000, 0.0000000000000007771561172, 0.0000000000000031641356202, 0.0000000000000270894418009
-7.0000000000000000000000000, 0.0000000000000045519144010, 0.0000000000000068833827527, 0.0000000000000018873791419
-6.5000000000000000000000000, 0.0000000000000008881784197, 0.0000000000000013322676296, 0.0000000000000011934897515
-6.0000000000000000000000000, 0.0000000000000002220446049, 0.0000000000000004440892099, 0.0000000000000000555111512
-5.5000000000000000000000000, 0.0000000000000003330669074, 0.0000000000000008881784197, 0.0000000000000007771561172
-5.0000000000000000000000000, 0.0000000000000009992007222, 0.0000000000000002775557562, 0.0000000000000000000000000
-4.5000000000000000000000000, 0.0000000000000037747582837, 0.0000000000000004718447855, 0.0000000000000079936057773
-4.0000000000000000000000000, 0.0000000000000069944050551, 0.0000000000000003330669074, 0.0000000000000099920072216
-3.5000000000000000000000000, 0.0000000000000079936057773, 0.0000000000000007771561172, 0.0000000000000082711615335
-3.0000000000000000000000000, 0.0000000000000081046280798, 0.0000000000000007771561172, 0.0000000000000082989171091
-2.5000000000000000000000000, 0.0000000000000059952043330, 0.0000000000000007771561172, 0.0000000000000082156503822
-2.0000000000000000000000000, 0.0000000000000042188474936, 0.0000000000000004440892099, 0.0000000000000079936057773
-1.5000000000000000000000000, 0.0000000000000016653345369, 0.0000000000000010963452368, 0.0000000000002433608869978
-1.0000000000000000000000000, 0.0000000000000005551115123, 0.0000000000000044408920985, 0.0000000000000115463194561
-0.5000000000000000000000000, 0.0000000000000009992007222, 0.0000000000000104360964315, 0.0000000000000076605388699
0.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000000000000000
0.5000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000006661338148, 0.0000000000000004440892099
1.0000000000000000000000000, 0.0000000000000027755575616, 0.0000000000000000000000000, 0.0000000000000053290705182
1.5000000000000000000000000, 0.0000000000000000000000000, 0.0000000000000013600232052, 0.0000000000002735589532676
2.0000000000000000000000000, 0.0000000000000003330669074, 0.0000000000000036637359813, 0.0000000000000199840144433
2.5000000000000000000000000, 0.0000000000000005551115123, 0.0000000000000055511151231, 0.0000000000000057731597281
3.0000000000000000000000000, 0.0000000000000005828670879, 0.0000000000000061062266354, 0.0000000000000014710455076
3.5000000000000000000000000, 0.0000000000000003885780586, 0.0000000000000055511151231, 0.0000000000000018318679906
4.0000000000000000000000000, 0.0000000000000012212453271, 0.0000000000000036637359813, 0.0000000000000046629367034
4.5000000000000000000000000, 0.0000000000000005551115123, 0.0000000000000019706458687, 0.0000000000000408562073062
5.0000000000000000000000000, 0.0000000000000031086244690, 0.0000000000000024424906542, 0.0000000000000399680288865
5.5000000000000000000000000, 0.0000000000000076605388699, 0.0000000000000017763568394, 0.0000000000000083266726847
6.0000000000000000000000000, 0.0000000000000078825834748, 0.0000000000000055511151231, 0.0000000000000065503158453
6.5000000000000000000000000, 0.0000000000000014988010832, 0.0000000000000001110223025, 0.0000000000000015543122345
7.0000000000000000000000000, 0.0000000000000054400928207, 0.0000000000000004440892099, 0.0000000000000076605388699
7.5000000000000000000000000, 0.0000000000000004440892099, 0.0000000000000051070259133, 0.0000000000000386357612570
8.0000000000000000000000000, 0.0000000000000017763568394, 0.0000000000000001110223025, 0.0000000000000186517468137
8.5000000000000000000000000, 0.0000000000000033306690739, 0.0000000000000002220446049, 0.0000000000000048849813084
9.0000000000000000000000000, 0.0000000000000046629367034, 0.0000000000000007771561172, 0.0000000000000046629367034
9.5000000000000000000000000, 0.0000000000000040939474033, 0.0000000000000008881784197, 0.0000000000000041772141302
10.0000000000000000000000000, 0.0000000000000026645352591, 0.0000000000000005551115123, 0.0000000000000036637359813
